0,000000000	12,200000000	350,000000000	0,000000000	100,000000000	12,700000000	47,000000000	12,200000000
10,000000000	12,200000000	75,001690000	0,000000000	557,696430000	12,199969000	46,984876000	12,200000000
20,000000000	12,200000000	75,000000000	0,000000000	565,807850000	12,199930000	46,973292000	12,200000000
30,000000000	12,200000000	75,000000000	0,000000000	530,620090000	12,199893000	46,961707000	12,200000000
40,000000000	12,200000000	75,000000000	0,000000000	484,503390000	12,199859000	46,950123000	12,200000000
50,000000000	12,200000000	75,000000000	0,000000000	469,857230000	12,199827000	46,938538000	12,200000000
60,000000000	12,200000000	75,000000000	0,000000000	561,991680000	12,199791000	46,926954000	12,200000000
70,000000000	12,200000000	75,000000000	0,000000000	609,372160000	12,199751000	46,915370000	12,200000000
80,000000000	12,200000000	75,000000000	0,000000000	630,278690000	12,199709000	46,903785000	12,200000000
90,000000000	12,200000000	75,000000000	0,000000000	605,492710000	12,199667000	46,892201000	12,200000000
100,000000000	12,200000000	160,364060000	0,000000000	557,802340000	12,199628000	46,877422000	12,200000000
110,000000000	12,200000000	200,960870000	0,000000000	504,891570000	12,199593000	46,848964000	12,200000000
120,000000000	12,200000000	215,657800000	0,000000000	523,676250000	12,199559000	46,816603000	12,200000000
130,000000000	12,200000000	360,600470000	0,000000000	570,724790000	12,525715000	46,773436000	12,200000000
140,000000000	12,200000000	260,227390000	0,000000000	602,779810000	12,498052000	46,724227000	12,200000000
150,000000000	12,200000000	279,258660000	0,000000000	590,370060000	12,507104000	46,682329000	12,200000000
160,000000000	12,200000000	215,168850000	0,000000000	602,947840000	12,496181000	46,643339000	12,200000000
170,000000000	12,200000000	299,499420000	0,000000000	566,230490000	12,527588000	46,604194000	12,200000000
180,000000000	12,200000000	272,716510000	0,000000000	572,015750000	12,524087000	46,560332000	12,200000000
190,000000000	12,200000000	311,580950000	0,000000000	614,987310000	12,488892000	46,515824000	12,200000000
200,000000000	12,200000000	338,476360000	0,000000000	655,637330000	12,454361000	46,465290000	12,200000000
210,000000000	12,200000000	348,471040000	0,000000000	588,490920000	12,508993000	46,412111000	12,200000000
220,000000000	12,200000000	174,454120000	0,000000000	548,869820000	12,200650000	46,369889000	12,200000000
230,000000000	12,200000000	75,033218000	0,000000000	505,103390000	12,199496000	46,353459000	12,200000000
240,000000000	12,200000000	75,000000000	0,000000000	497,427200000	12,199463000	46,341874000	12,200000000
250,000000000	12,200000000	75,000000000	0,000000000	532,898690000	12,199428000	46,330290000	12,200000000
260,000000000	12,200000000	75,000000000	0,000000000	547,140390000	12,199393000	46,318705000	12,200000000
270,000000000	12,200000000	75,000000000	0,000000000	561,382680000	12,199355000	46,307121000	12,200000000
280,000000000	12,200000000	256,708270000	0,000000000	530,767660000	12,555873000	46,283618000	12,200000000
290,000000000	12,200000000	355,946830000	0,000000000	483,441200000	12,595987000	46,235077000	12,200000000
